rssi_dbm,snr_db,distance_m,source
-97,11.80,245.07,salvora_gw1
-112,4.80,3208.18,salvora_gw2
-95,12.50,243.43,salvora_gw1
-119,-5.20,3210.59,salvora_gw2
-95,8.50,244.84,salvora_gw1
-115,-0.50,3210.17,salvora_gw2
-95,7.50,246.5,salvora_gw1
-117,-0.20,3207.59,salvora_gw2
-94,12.50,247.73,salvora_gw1
-110,5.50,3207.14,salvora_gw2
-95,12.20,247.1,salvora_gw1
-112,5.50,3207.52,salvora_gw2
-93,12.80,246.41,salvora_gw1
-115,1.00,3206.82,salvora_gw2
-92,13.80,245.28,salvora_gw1
-109,7.80,3208.16,salvora_gw2
-98,7.00,244.7,salvora_gw1
-108,3.80,3209.01,salvora_gw2
-98,8.20,246.66,salvora_gw1
-111,2.20,3206.01,salvora_gw2
-95,12.80,245.7,salvora_gw1
-119,-7.80,3207.7,salvora_gw2
-98,12.80,244.97,salvora_gw1
-117,0.20,3208.97,salvora_gw2
-93,12.80,246.33,salvora_gw1
-110,5.00,3207.33,salvora_gw2
-95,13.20,248.6,salvora_gw1
-110,7.80,3204.57,salvora_gw2
-82,8.20,247.39,salvora_gw1
-110,3.50,3208.26,salvora_gw2
-95,8.80,273.91,salvora_gw1
-103,8.00,3197.87,salvora_gw2
-119,-7.80,5271.67,salvora_gw3
-114,1.20,289.54,salvora_gw1
-105,12.50,3196.88,salvora_gw2
-119,-5.00,5283.32,salvora_gw3
-103,9.20,295.39,salvora_gw1
-83,13.00,3196.65,salvora_gw2
-120,-9.00,5287.75,salvora_gw3
-103,11.50,300.56,salvora_gw1
-85,12.20,3210.25,salvora_gw2
-119,-5.50,5307.27,salvora_gw3
-89,11.80,304.11,salvora_gw1
-112,4.50,3215.03,salvora_gw2
-101,5.50,295.81,salvora_gw1
-108,4.80,3237.16,salvora_gw2
-119,-21.50,5332.51,salvora_gw3
-104,7.20,296.03,salvora_gw1
-107,5.80,3238.52,salvora_gw2
-120,-15.00,5334.08,salvora_gw3
-84,12.80,295.98,salvora_gw1
-100,9.80,3239.86,salvora_gw2
-117,-2.00,5335.42,salvora_gw3
-95,14.20,294.99,salvora_gw1
-104,11.00,3240.26,salvora_gw2
-94,13.80,294.34,salvora_gw1
-103,11.50,3239.09,salvora_gw2
-117,-1.20,5333.44,salvora_gw3
-104,11.20,294.51,salvora_gw1
-109,8.80,3241.13,salvora_gw2
-99,5.20,295.82,salvora_gw1
-109,4.50,3240.18,salvora_gw2
-119,-12.80,5335.63,salvora_gw3
-105,8.00,295.01,salvora_gw1
-107,5.80,3239.95,salvora_gw2
-119,-8.80,5334.81,salvora_gw3
-103,9.20,296.49,salvora_gw1
-89,12.20,3236.59,salvora_gw2
-105,9.20,5332.42,salvora_gw3
-78,10.80,328.05,salvora_gw1
-92,10.50,3210.15,salvora_gw2
-115,-0.20,5327.85,salvora_gw3
-79,13.80,336.89,salvora_gw1
-111,7.20,5336.41,salvora_gw3
-82,13.00,353.67,salvora_gw1
-97,12.80,3183.42,salvora_gw2
-108,8.20,5318.05,salvora_gw3
-80,12.00,337.15,salvora_gw1
-100,7.20,3174.32,salvora_gw2
-107,5.20,5294.99,salvora_gw3
-82,9.50,348.78,salvora_gw1
-95,9.80,3136.49,salvora_gw2
-102,8.20,5258.61,salvora_gw3
-85,12.20,361.65,salvora_gw1
-93,13.00,3121.77,salvora_gw2
-100,10.20,5250.9,salvora_gw3
-97,12.80,362.56,salvora_gw1
-93,12.80,3121.77,salvora_gw2
-93,11.80,5251.7,salvora_gw3
-80,14.50,419.85,salvora_gw1
-98,13.80,3098.7,salvora_gw2
-93,14.20,5271.61,salvora_gw3
-105,10.80,415.51,salvora_gw1
-99,12.80,3158.33,salvora_gw2
-105,10.20,5337.01,salvora_gw3
-92,9.80,437.12,salvora_gw1
-94,7.80,3225.19,salvora_gw2
-104,7.20,5419.25,salvora_gw3
-94,7.50,481.72,salvora_gw1
-95,8.00,3199.43,salvora_gw2
-105,5.80,5425.03,salvora_gw3
-78,9.80,653.41,salvora_gw1
-95,10.00,3255.36,salvora_gw2
-102,8.50,5584.67,salvora_gw3
-89,11.20,651.81,salvora_gw1
-101,10.80,3256.59,salvora_gw2
-102,9.50,5584.7,salvora_gw3
-85,14.20,1287.72,salvora_gw1
-95,13.80,4430.19,salvora_gw2
-109,7.00,6531.3,salvora_gw3
-87,14.00,1327.88,salvora_gw1
-98,13.20,4445.61,salvora_gw2
-104,11.00,6572.89,salvora_gw3
-91,8.00,1337.37,salvora_gw1
-93,7.00,4481.14,salvora_gw2
-115,-2.50,6580.04,salvora_gw3
-82,10.20,1428.36,salvora_gw1
-100,7.80,4574.22,salvora_gw2
-111,3.20,6669.07,salvora_gw3
-84,12.80,1443.53,salvora_gw1
-110,7.20,4599.71,salvora_gw2
-83,13.00,1449.03,salvora_gw1
-88,13.80,1404.11,salvora_gw1
-99,13.20,4560.16,salvora_gw2
-80,9.50,1318.42,salvora_gw1
-98,11.00,4475.69,salvora_gw2
-93,8.80,1285.42,salvora_gw1
-109,4.00,4444.99,salvora_gw2
-118,-2.80,6526.89,salvora_gw3
-85,8.50,1191.67,salvora_gw1
-104,5.80,4403.64,salvora_gw2
-119,-9.50,6423.98,salvora_gw3
-97,10.50,414.15,salvora_gw1
-108,7.80,3261.87,salvora_gw2
-108,5.20,380.86,salvora_gw1
-112,3.20,3267.44,salvora_gw2
-98,14.80,364.73,salvora_gw1
-95,13.50,3253.78,salvora_gw2
-87,12.80,341.51,salvora_gw1
-98,13.00,3213.55,salvora_gw2
-117,-0.20,5341.27,salvora_gw3
-87,9.80,315.68,salvora_gw1
-99,5.50,3216.67,salvora_gw2
-119,-7.80,5325.62,salvora_gw3
-94,5.80,307.95,salvora_gw1
-100,5.80,3232.51,salvora_gw2
-119,-10.50,5336.53,salvora_gw3
-102,11.80,309.72,salvora_gw1
-99,12.20,3232.76,salvora_gw2
-120,-12.50,5338.07,salvora_gw3
-102,11.00,309.51,salvora_gw1
-104,10.80,3233.3,salvora_gw2
-104,11.80,309.98,salvora_gw1
-112,5.20,3231.92,salvora_gw2
-101,10.20,307.95,salvora_gw1
-100,5.20,301.41,salvora_gw1
-110,5.00,3236.8,salvora_gw2
-119,-8.50,5336.2,salvora_gw3
-95,8.00,295.88,salvora_gw1
-114,1.80,3236.48,salvora_gw2
-120,-15.20,5331.87,salvora_gw3
-95,13.50,295.74,salvora_gw1
-111,5.80,3236.91,salvora_gw2
-119,-11.80,5332.2,salvora_gw3
-93,14.50,292.8,salvora_gw1
-114,3.50,3232.27,salvora_gw2
-119,-10.50,5325.22,salvora_gw3
-99,10.80,294.51,salvora_gw1
-108,7.80,3234.67,salvora_gw2
-110,2.50,995.95,salvora_gw1
-107,4.80,3260.11,salvora_gw2
-119,-15.00,5792.64,salvora_gw3
-112,1.20,1010.18,salvora_gw1
-107,5.50,3269.23,salvora_gw2
-104,7.50,1001.72,salvora_gw1
-105,7.00,3260.87,salvora_gw2
-98,12.50,996.74,salvora_gw1
-105,10.00,3253.83,salvora_gw2
-117,-1.00,5788.11,salvora_gw3
-94,14.00,1000.29,salvora_gw1
-115,1.80,3253.88,salvora_gw2
-120,-10.20,5790.17,salvora_gw3
-94,13.00,998.35,salvora_gw1
-118,-5.80,3257.02,salvora_gw2
-117,-2.00,3255.61,salvora_gw2
-95,9.80,996.06,salvora_gw1
-107,7.80,3251.88,salvora_gw2
-94,13.00,990.41,salvora_gw1
-98,11.80,3258.54,salvora_gw2
-97,12.00,978.71,salvora_gw1
-101,11.00,3278.72,salvora_gw2
-114,1.80,5797.44,salvora_gw3
-102,12.50,1454.38,salvora_gw1
-93,14.00,4425.09,salvora_gw2
-115,0.00,6689.73,salvora_gw3
-100,12.50,1458.74,salvora_gw1
-105,9.50,4442.39,salvora_gw2
-117,1.00,6696.37,salvora_gw3
-91,9.20,1437.28,salvora_gw1
-97,7.50,4435.82,salvora_gw2
-118,-5.50,6676.64,salvora_gw3
-89,8.80,1413.87,salvora_gw1
-94,9.00,4436.35,salvora_gw2
-115,-0.80,6655.81,salvora_gw3
-87,12.80,1373.84,salvora_gw1
-111,5.80,6617.06,salvora_gw3
-84,10.50,1411.81,salvora_gw1
-92,12.00,4411.64,salvora_gw2
-110,5.80,6650.76,salvora_gw3
-92,14.80,952.18,salvora_gw1
-95,15.20,3294.59,salvora_gw2
-111,7.00,5794.56,salvora_gw3
-91,11.00,988.05,salvora_gw1
-100,10.80,3270.15,salvora_gw2
-93,8.00,954.27,salvora_gw1
-100,5.20,3296.95,salvora_gw2
-89,8.80,986.05,salvora_gw1
-97,12.80,990.14,salvora_gw1
-92,14.50,990.03,salvora_gw1
-105,9.50,3257.64,salvora_gw2
-120,-9.00,5787.28,salvora_gw3
-90,15.50,989.79,salvora_gw1
-104,11.50,3257.61,salvora_gw2
-119,-8.20,5787.12,salvora_gw3
-95,13.00,989.27,salvora_gw1
-105,10.80,3257.12,salvora_gw2
-118,-3.80,5786.44,salvora_gw3
-97,7.80,990.68,salvora_gw1
-118,-4.00,5787.39,salvora_gw3
-93,8.00,988.7,salvora_gw1
-109,5.20,3258.32,salvora_gw2
-119,-5.20,5787.06,salvora_gw3
-97,12.00,989.19,salvora_gw1
-108,8.80,3256.26,salvora_gw2
-118,-4.80,5785.7,salvora_gw3
-110,4.00,992.74,salvora_gw1
-114,2.20,3257.14,salvora_gw2
-102,13.50,992.67,salvora_gw1
-120,-5.80,3257.98,salvora_gw2
-120,-12.00,5789.07,salvora_gw3
-115,-3.20,3258.78,salvora_gw2
-98,7.80,991.41,salvora_gw1
-118,-4.20,3256.12,salvora_gw2
-93,9.50,989.79,salvora_gw1
-107,8.50,3258.46,salvora_gw2
-110,7.00,964.3,salvora_gw1
-118,-1.00,3230.63,salvora_gw2
-110,7.20,964.3,salvora_gw1
-117,-2.00,3230.63,salvora_gw2
-110,4.50,963.49,salvora_gw1
-115,-3.50,3230.53,salvora_gw2
-119,-15.50,5750.21,salvora_gw3
-111,4.00,964.18,salvora_gw1
-118,-2.00,3231.73,salvora_gw2
-120,-15.20,5751.58,salvora_gw3
-109,5.80,964.18,salvora_gw1
-118,-1.50,3231.73,salvora_gw2
-119,-15.50,5751.58,salvora_gw3
-111,5.20,962.87,salvora_gw1
-118,-2.20,3243.87,salvora_gw2
-111,5.80,962.87,salvora_gw1
-118,-2.00,3243.87,salvora_gw2
-110,7.50,962.87,salvora_gw1
-118,-1.50,3243.87,salvora_gw2
-110,3.20,962.87,salvora_gw1
-118,-2.00,3243.87,salvora_gw2
-119,-15.20,5760.63,salvora_gw3
-111,4.00,962.87,salvora_gw1
-117,-2.00,3243.87,salvora_gw2
-120,-15.00,5760.63,salvora_gw3
-110,5.80,964.5,salvora_gw1
-117,-2.80,3244.07,salvora_gw2
-119,-15.20,5761.73,salvora_gw3
-111,5.80,964.5,salvora_gw1
-117,-3.00,3244.07,salvora_gw2
-120,-14.80,5761.73,salvora_gw3
-111,7.00,965.81,salvora_gw1
-118,-0.80,3231.93,salvora_gw2
-111,5.80,965.81,salvora_gw1
-118,-1.00,3231.93,salvora_gw2
-119,-7.00,964.5,salvora_gw1
-120,-13.00,3244.07,salvora_gw2
-118,-1.00,964.5,salvora_gw1
-115,0.50,3244.07,salvora_gw2
-120,-13.50,5761.73,salvora_gw3
-115,0.80,964.5,salvora_gw1
-120,-5.50,3244.07,salvora_gw2
-120,-13.00,5761.73,salvora_gw3
-115,-2.50,960.8,salvora_gw1
-115,-0.80,960.8,salvora_gw1
-115,2.20,960.8,salvora_gw1
-112,3.20,959.99,salvora_gw1
-121,-11.00,3247.99,salvora_gw2
-120,-13.20,5762.27,salvora_gw3
-114,2.00,959.99,salvora_gw1
-120,-19.20,5762.27,salvora_gw3
-118,-2.50,958.75,salvora_gw1
-121,-15.80,3252.31,salvora_gw2
-115,-2.80,958.75,salvora_gw1
-118,-14.00,3252.31,salvora_gw2
-120,-8.50,3252.31,salvora_gw2
-113,4.50,958.75,salvora_gw1
-105,7.00,958.75,salvora_gw1
-105,7.00,957.94,salvora_gw1
-118,-2.20,3252.21,salvora_gw2
-119,-5.20,5764.47,salvora_gw3
-104,10.00,957.94,salvora_gw1
-115,-0.20,3252.21,salvora_gw2
-101,12.00,957.94,salvora_gw1
-115,0.80,3252.21,salvora_gw2
-117,-1.20,964.07,salvora_gw1
-117,-1.80,3248.49,salvora_gw2
-118,-7.20,964.07,salvora_gw1
-115,-3.80,3248.49,salvora_gw2
-95,8.20,979.15,salvora_gw1
-115,1.20,3264.85,salvora_gw2
-120,-9.80,5786.76,salvora_gw3
-93,7.80,979.15,salvora_gw1
-112,3.20,3264.85,salvora_gw2
-119,-5.50,5786.76,salvora_gw3
-91,12.50,979.15,salvora_gw1
-114,1.50,3264.85,salvora_gw2
-119,-8.80,5786.76,salvora_gw3
-93,12.50,979.06,salvora_gw1
-113,4.80,3265.95,salvora_gw2
-119,-10.20,5787.58,salvora_gw3
-95,15.00,945.88,salvora_gw1
-117,1.00,3295.33,salvora_gw2
-120,-10.50,5791.5,salvora_gw3
-95,11.00,945.01,salvora_gw1
-115,0.50,3296.34,salvora_gw2
-118,-9.00,5791.78,salvora_gw3
-95,7.20,944.19,salvora_gw1
-107,4.00,3296.25,salvora_gw2
-118,-5.80,5791.23,salvora_gw3
-97,5.50,938.35,salvora_gw1
-104,5.80,3297.81,salvora_gw2
-119,-13.00,5789.07,salvora_gw3
-99,12.20,1417.15,salvora_gw1
-107,9.50,4429.75,salvora_gw2
-100,10.50,1416.63,salvora_gw1
-101,11.00,1416.12,salvora_gw1
-117,-2.80,4429.63,salvora_gw2
-103,11.00,1410.46,salvora_gw1
-111,5.80,4428.98,salvora_gw2
-102,7.80,1405.49,salvora_gw1
-115,0.00,4427.41,salvora_gw2
-119,-5.20,1399.25,salvora_gw1
-108,5.80,4427.74,salvora_gw2
-114,1.00,1399.25,salvora_gw1
-95,9.50,4427.74,salvora_gw2
-114,4.00,1399.25,salvora_gw1
-98,12.00,4427.74,salvora_gw2
-111,7.80,1399.25,salvora_gw1
-105,12.00,4427.74,salvora_gw2
-110,5.50,1399.39,salvora_gw1
-105,9.80,4426.74,salvora_gw2
-115,-2.50,1399.39,salvora_gw1
-111,3.80,4426.74,salvora_gw2
-117,-3.20,1399.39,salvora_gw1
-113,3.20,4426.74,salvora_gw2
-110,5.80,1399.39,salvora_gw1
-109,5.50,4426.74,salvora_gw2
-110,7.00,1399.39,salvora_gw1
-102,11.20,4426.74,salvora_gw2
-114,3.20,1398.66,salvora_gw1
-103,12.20,4424.63,salvora_gw2
-117,-4.80,1398.66,salvora_gw1
-102,10.20,4424.63,salvora_gw2
-99,5.50,1398.66,salvora_gw1
-120,-11.20,4424.63,salvora_gw2
-105,5.80,1398.66,salvora_gw1
-119,-4.20,4424.63,salvora_gw2
-120,-15.50,6640.72,salvora_gw3
-101,8.80,1380.63,salvora_gw1
-107,8.20,4417.64,salvora_gw2
-119,-11.20,6623.55,salvora_gw3
-103,10.80,1379.75,salvora_gw1
-110,8.00,4416.53,salvora_gw2
-105,10.50,1378.25,salvora_gw1
-111,5.80,4416.37,salvora_gw2
-109,8.00,1376.87,salvora_gw1
-105,10.00,4415.21,salvora_gw2
-105,5.20,1376.37,salvora_gw1
-115,-1.00,4415.16,salvora_gw2
-107,5.20,765.16,salvora_gw1
-117,0.50,3289.53,salvora_gw2
-111,7.00,764.3,salvora_gw1
-107,7.50,763.48,salvora_gw1
-113,2.80,3290.54,salvora_gw2
-117,-5.50,761.84,salvora_gw1
-114,2.50,3290.44,salvora_gw2
-113,5.50,760.97,salvora_gw1
-120,-7.00,3291.5,salvora_gw2
-110,5.20,1326.86,salvora_gw1
-119,-4.20,4424.34,salvora_gw2
-105,5.20,1328.26,salvora_gw1
-110,2.50,1328.26,salvora_gw1
-119,-10.20,4426.53,salvora_gw2
-113,5.20,1347.93,salvora_gw1
-105,10.50,1351.76,salvora_gw1
-113,2.20,1351.76,salvora_gw1
-105,5.80,1355.23,salvora_gw1
-99,11.00,1390.99,salvora_gw1
-109,7.20,1391.95,salvora_gw1
-110,5.50,1392.9,salvora_gw1
-95,11.50,1394.82,salvora_gw1
-92,10.20,1398.39,salvora_gw1
-105,3.20,1425.34,salvora_gw1
-117,-7.80,4561.97,salvora_gw2
-98,9.50,1425.34,salvora_gw1
-114,1.50,4561.97,salvora_gw2
-87,12.00,1425.34,salvora_gw1
-115,2.80,4561.97,salvora_gw2
-89,14.50,1429.05,salvora_gw1
-113,4.80,4565.35,salvora_gw2
-90,11.50,1429.05,salvora_gw1
-114,3.80,4565.35,salvora_gw2
-105,5.80,1429.05,salvora_gw1
-119,-10.80,4565.35,salvora_gw2
-119,-18.50,6671.14,salvora_gw3
-97,5.50,1429.05,salvora_gw1
-118,-5.20,4565.35,salvora_gw2
-105,11.00,1428.08,salvora_gw1
-119,-3.80,4564.24,salvora_gw2
-95,11.20,1394.82,salvora_gw1
-117,-4.50,4523.26,salvora_gw2
-109,7.80,1393.86,salvora_gw1
-98,13.20,1389.9,salvora_gw1
-119,-3.80,4516.64,salvora_gw2
-101,5.20,1389.9,salvora_gw1
-101,5.20,1383.32,salvora_gw1
-105,9.50,1383.32,salvora_gw1
-119,-3.20,1382.36,salvora_gw1
-110,8.20,1368.45,salvora_gw1
-110,5.20,1368.45,salvora_gw1
-108,5.00,1365.65,salvora_gw1
-118,-4.20,1365.65,salvora_gw1
-120,-13.50,4511.12,salvora_gw2
-119,-5.50,1365.65,salvora_gw1
-120,-13.00,4511.12,salvora_gw2
-113,2.80,1365.03,salvora_gw1
-118,-4.00,1365.03,salvora_gw1
-113,1.80,1366.11,salvora_gw1
-105,4.80,1365.55,salvora_gw1
-120,-15.20,4507.91,salvora_gw2
-103,5.80,1367.92,salvora_gw1
-119,-12.20,4504.84,salvora_gw2
-115,-0.50,1365.99,salvora_gw1
-118,-8.80,4502.61,salvora_gw2
-107,9.00,1365.39,salvora_gw1
-120,-9.20,4490.93,salvora_gw2
-100,13.80,1364.44,salvora_gw1
-108,8.20,1363.06,salvora_gw1
-111,3.80,1350.05,salvora_gw1
-119,-14.50,4472.08,salvora_gw2
-105,5.20,1347.73,salvora_gw1
-112,5.80,1317.35,salvora_gw1
-110,5.00,1316.39,salvora_gw1
-117,-5.80,1304.99,salvora_gw1
-115,0.80,1303.62,salvora_gw1
-117,-2.00,1277.57,salvora_gw1
-120,-15.20,4416.37,salvora_gw2
-114,3.00,1276.2,salvora_gw1
-120,-8.80,4415.25,salvora_gw2
-104,9.20,647.68,salvora_gw1
-107,9.20,647.79,salvora_gw1
-121,-10.00,3254.5,salvora_gw2
-115,2.80,638.92,salvora_gw1
-117,-2.50,3236.42,salvora_gw2
-119,-9.50,5558.39,salvora_gw3
-117,-5.80,635.56,salvora_gw1
-115,-3.20,3233.05,salvora_gw2
-119,-14.00,5554.78,salvora_gw3
-119,-5.50,630.8,salvora_gw1
-114,3.20,3226.28,salvora_gw2
-119,-8.20,5545.98,salvora_gw3
-118,-5.50,630.96,salvora_gw1
-112,3.50,3225.16,salvora_gw2
-119,-7.50,5545.12,salvora_gw3
-119,-7.50,630.96,salvora_gw1
-112,3.80,3225.16,salvora_gw2
-119,-12.20,5545.12,salvora_gw3
-118,-5.00,644.7,salvora_gw1
-111,5.00,3205.36,salvora_gw2
-118,-11.20,5536.56,salvora_gw3
-120,-5.50,644.7,salvora_gw1
-111,7.50,3205.36,salvora_gw2
-111,3.80,644.7,salvora_gw1
-118,-2.80,3205.36,salvora_gw2
-119,-11.20,5536.56,salvora_gw3
-109,5.50,644.5,salvora_gw1
-111,3.80,3206.47,salvora_gw2
-119,-5.00,5537.41,salvora_gw3
-108,7.80,3205.34,salvora_gw2
-119,-5.20,5536.03,salvora_gw3
-113,4.50,3205.34,salvora_gw2
-115,0.20,5536.03,salvora_gw3
-113,4.80,632.02,salvora_gw1
-114,5.20,3195.07,salvora_gw2
-119,-5.50,5519.42,salvora_gw3
-118,-3.50,631.22,salvora_gw1
-109,8.50,3195.06,salvora_gw2
-119,-5.00,5518.89,salvora_gw3
-119,-5.50,630.66,salvora_gw1
-112,3.50,3178.32,salvora_gw2
-119,-14.20,5503.46,salvora_gw3
-119,-9.50,639.03,salvora_gw1
-101,5.80,3147.2,salvora_gw2
-119,-11.80,5480.14,salvora_gw3
-120,-9.20,639.03,salvora_gw1
-110,5.80,3147.2,salvora_gw2
-119,-10.20,639.03,salvora_gw1
-108,7.20,3147.2,salvora_gw2
-117,-1.20,639.03,salvora_gw1
-119,-12.50,5480.14,salvora_gw3
-119,-12.50,645.53,salvora_gw1
-101,11.50,3121.62,salvora_gw2
-102,12.00,3121.62,salvora_gw2
-105,4.00,3120.48,salvora_gw2
-119,-9.20,5458.17,salvora_gw3
-102,8.50,3118.24,salvora_gw2
-105,10.00,3118.24,salvora_gw2
-119,-13.80,5455.94,salvora_gw3
-102,11.20,3080.41,salvora_gw2
-120,-8.00,5369.47,salvora_gw3
-104,10.80,3080.41,salvora_gw2
-98,11.00,3078.18,salvora_gw2
-118,-13.80,576.63,salvora_gw1
-105,5.20,3071.53,salvora_gw2
-118,-9.20,5361.59,salvora_gw3
-105,5.00,3030.57,salvora_gw2
-104,12.50,3030.57,salvora_gw2
-95,12.50,3029.46,salvora_gw2
-98,14.00,3027.29,salvora_gw2
-119,-11.00,5319.07,salvora_gw3
-104,11.80,3026.17,salvora_gw2
-119,-15.50,603.11,salvora_gw1
-94,8.20,3010.42,salvora_gw2
-118,-8.50,5313.21,salvora_gw3
-98,7.80,3010.42,salvora_gw2
-118,-7.50,5313.21,salvora_gw3
-97,12.00,3009.31,salvora_gw2
-119,-5.80,5312.36,salvora_gw3
-100,11.20,3002.89,salvora_gw2
-119,-10.20,5378.5,salvora_gw3
-98,10.00,3002.89,salvora_gw2
-97,11.00,3002.96,salvora_gw2
-119,-5.50,5380.67,salvora_gw3
-95,8.00,3000.74,salvora_gw2
-119,-5.00,5378.99,salvora_gw3
-97,5.50,3000.74,salvora_gw2
-118,-5.20,5378.99,salvora_gw3
-119,-9.50,706.6,salvora_gw1
-105,9.00,3000.74,salvora_gw2
-118,-7.50,5378.99,salvora_gw3
-120,-10.00,706.6,salvora_gw1
-100,11.20,3000.74,salvora_gw2
-120,-10.50,5378.99,salvora_gw3
-118,-10.50,707.1,salvora_gw1
-102,11.00,2999.63,salvora_gw2
-104,11.50,2999.63,salvora_gw2
-119,-13.80,703.58,salvora_gw1
-105,5.00,2984.95,salvora_gw2
-120,-10.50,5359.72,salvora_gw3
-98,5.80,2984.95,salvora_gw2
-119,-11.20,5359.72,salvora_gw3
-119,-4.80,622.15,salvora_gw1
-115,2.80,2985.85,salvora_gw2
-119,-11.00,5299.36,salvora_gw3
-112,5.00,2985.84,salvora_gw2
-119,-7.50,611.72,salvora_gw1
-113,4.00,3005.87,salvora_gw2
-102,11.80,3014.95,salvora_gw2
-118,-15.20,595.9,salvora_gw1
-115,-2.00,3014.97,salvora_gw2
-119,-15.00,5312.89,salvora_gw3
-115,1.00,3016.09,salvora_gw2
-114,1.50,3019.5,salvora_gw2
-118,-4.20,3019.5,salvora_gw2
-115,3.00,2977.2,salvora_gw2
-115,2.80,2974.98,salvora_gw2
-117,-2.20,2959.56,salvora_gw2
-115,-11.20,2959.59,salvora_gw2
-118,0.00,2908.16,salvora_gw2
-117,-3.00,2907.05,salvora_gw2
-115,-0.80,2901.71,salvora_gw2
-120,-17.00,605.5,salvora_gw1
-115,1.00,2901.71,salvora_gw2
-120,-21.50,5175.89,salvora_gw3
-110,4.50,2901.75,salvora_gw2
-110,7.20,2901.75,salvora_gw2
-119,-12.00,5175.36,salvora_gw3
-107,7.80,2862.14,salvora_gw2
-107,11.00,2861.03,salvora_gw2
-104,11.50,2843.38,salvora_gw2
-105,4.20,2842.27,salvora_gw2
-119,-7.80,5122.8,salvora_gw3
-105,5.50,2824.79,salvora_gw2
-119,-17.20,5105.58,salvora_gw3
-102,11.80,2823.68,salvora_gw2
-110,7.80,2788.04,salvora_gw2
-113,3.50,2786.97,salvora_gw2
-110,7.50,2764.64,salvora_gw2
-118,-21.00,679.75,salvora_gw1
-114,1.00,2763.53,salvora_gw2
-119,-10.80,5035.11,salvora_gw3
-120,-14.20,679.28,salvora_gw1
-115,1.80,2763.58,salvora_gw2
-120,-9.50,5034.57,salvora_gw3
-105,1.20,2748.38,salvora_gw2
-120,-12.50,5019.6,salvora_gw3
-105,8.00,2700.92,salvora_gw2
-111,5.80,2699.88,salvora_gw2
-114,4.20,2699.94,salvora_gw2
-118,-5.20,2693.63,salvora_gw2
-111,3.00,2692.59,salvora_gw2
-119,-4.80,2681.4,salvora_gw2
-117,0.00,2681.4,salvora_gw2
-118,-0.50,2681.4,salvora_gw2
-115,0.00,2685.73,salvora_gw2
-119,-4.80,2685.73,salvora_gw2
-119,-4.50,2689.37,salvora_gw2
-113,4.50,2690.48,salvora_gw2
-118,-1.20,2690.48,salvora_gw2
-112,4.80,2692.93,salvora_gw2
-112,2.00,2692.93,salvora_gw2
-105,5.80,2692.93,salvora_gw2
-108,8.50,2694.12,salvora_gw2
-114,3.50,2700.84,salvora_gw2
-120,-9.80,2681.23,salvora_gw2
-118,-4.00,2681.31,salvora_gw2
-120,-8.20,2679.17,salvora_gw2
-120,-7.50,2663.92,salvora_gw2
-115,-7.00,2729.99,salvora_gw2
-117,1.80,2727.7,salvora_gw2
-114,4.20,2722.16,salvora_gw2
-119,-15.80,4918.25,salvora_gw3
-120,-10.80,2706.94,salvora_gw2
-117,0.80,2705.83,salvora_gw2
-119,-5.50,2697.93,salvora_gw2
-119,-10.50,2692.74,salvora_gw2
-109,5.00,2690.61,salvora_gw2
-110,4.80,2685.26,salvora_gw2
-119,-5.20,2639.58,salvora_gw2
-119,-12.20,748,salvora_gw1
-118,-12.50,748,salvora_gw1
-119,-7.20,2639.58,salvora_gw2
-120,-7.50,748,salvora_gw1
-115,-0.50,2637.28,salvora_gw2
-118,-8.20,2523.37,salvora_gw2
-120,-7.00,2523.37,salvora_gw2
-120,-7.20,2523.28,salvora_gw2
-115,1.00,2523.28,salvora_gw2
-95,9.20,2519.22,salvora_gw2
-100,7.20,2519.22,salvora_gw2
-107,9.20,2519.22,salvora_gw2
-109,5.80,2519.22,salvora_gw2
-114,2.80,2490.94,salvora_gw2
-105,10.00,2490.01,salvora_gw2
-111,2.20,2488.83,salvora_gw2
-119,-14.00,4779.38,salvora_gw3
-109,5.80,2486.37,salvora_gw2
-117,-1.50,2408.33,salvora_gw2
-117,1.00,2407.15,salvora_gw2
-119,-5.50,2405.97,salvora_gw2
-117,-3.20,989.06,salvora_gw1
-117,-2.50,2405.9,salvora_gw2
-119,-8.20,990.09,salvora_gw1
-115,0.00,2404.79,salvora_gw2
-119,-10.20,4752.86,salvora_gw3
-117,-4.20,1047.1,salvora_gw1
-119,-7.80,4725.57,salvora_gw3
-118,-2.00,1048.43,salvora_gw1
-117,0.20,2347.91,salvora_gw2
-119,-8.50,4725.35,salvora_gw3
-115,0.50,2346.8,salvora_gw2
-119,-8.00,4724.55,salvora_gw3
-119,-5.80,4720.8,salvora_gw3
-120,-15.80,1053.91,salvora_gw1
-111,4.20,2342.31,salvora_gw2
-118,-4.50,4721.94,salvora_gw3
-120,-13.20,1055.98,salvora_gw1
-112,5.20,2340.09,salvora_gw2
-117,-2.20,4720.35,salvora_gw3
-120,-15.50,1057.32,salvora_gw1
-115,1.80,2338.92,salvora_gw2
-118,-4.50,4720.13,salvora_gw3
-120,-12.20,1101.31,salvora_gw1
-114,3.50,2296.71,salvora_gw2
-118,-4.20,4701.77,salvora_gw3
-119,-12.80,1109.9,salvora_gw1
-115,1.00,2287.78,salvora_gw2
-117,-3.00,4696.04,salvora_gw3
